"","ds","tv_S","ooh_S","print_S","facebook_S","search_S","newsletter","type","solID"
"313",2017-11-20,414205,197447,10095.6666666667,98398.9246575906,0,NA,"rawSpend","2_233_2"
"314",2017-11-27,0,0,72013.3333333333,73913.7972399534,112600,NA,"rawSpend","2_233_2"
"315",2017-12-04,216926.6,164704,0,49694.0359385557,95500,NA,"rawSpend","2_233_2"
"316",2017-12-11,0,0,0,90910.8371980631,83400,NA,"rawSpend","2_233_2"
"317",2017-12-18,478117.9,172203,0,30356.3307500258,87500,NA,"rawSpend","2_233_2"
"318",2017-12-25,678117.9,0,112758.333333333,216796.440186449,75600,NA,"rawSpend","2_233_2"
"319",2018-01-01,0,0,39687.6666666667,128436.327738085,79900,NA,"rawSpend","2_233_2"
"320",2018-01-08,0,7401,0,164189.308706815,81300,NA,"rawSpend","2_233_2"
"321",2018-01-15,293169.3,0,116105,0,75600,NA,"rawSpend","2_233_2"
"322",2018-01-22,0,106521,145105.666666667,0,69200,NA,"rawSpend","2_233_2"
"323",2018-01-29,188769,0,0,0,67200,NA,"rawSpend","2_233_2"
"324",2018-02-05,0,0,35601,14189.4104375883,79600,NA,"rawSpend","2_233_2"
"325",2018-02-12,68739.1,101598,0,0,0,NA,"rawSpend","2_233_2"
"326",2018-02-19,0,0,47335.6666666667,0,0,NA,"rawSpend","2_233_2"
"327",2018-02-26,92670.8,105321,75021,0,55600,NA,"rawSpend","2_233_2"
"328",2018-03-05,0,0,0,0,55200,NA,"rawSpend","2_233_2"
"329",2018-03-12,398401.9,169883,153651,0,53100,NA,"rawSpend","2_233_2"
"330",2018-03-19,0,0,0,0,44700,NA,"rawSpend","2_233_2"
"331",2018-03-26,148078.8,153591,22418.6666666667,0,47500,NA,"rawSpend","2_233_2"
"332",2018-04-02,0,0,0,0,41400,NA,"rawSpend","2_233_2"
"333",2018-04-09,0,21108,0,0,44800,NA,"rawSpend","2_233_2"
"334",2018-04-16,0,0,0,63397.8143515393,37300,NA,"rawSpend","2_233_2"
"335",2018-04-23,0,296913,0,0,27700,NA,"rawSpend","2_233_2"
"336",2018-04-30,0,0,0,384017.91897368,23800,NA,"rawSpend","2_233_2"
"337",2018-05-07,0,111889,0,0,35400,NA,"rawSpend","2_233_2"
"338",2018-05-14,0,0,51027.3333333333,391213.423279405,0,NA,"rawSpend","2_233_2"
"339",2018-05-21,7103.3,49291,0,0,0,NA,"rawSpend","2_233_2"
"340",2018-05-28,0,0,31540.6666666667,30271.2775076413,34800,NA,"rawSpend","2_233_2"
"341",2018-06-04,0,0,0,0,35400,NA,"rawSpend","2_233_2"
"342",2018-06-11,62360.1,0,40685,0,34000,NA,"rawSpend","2_233_2"
"343",2018-06-18,0,32743,0,0,40600,NA,"rawSpend","2_233_2"
"344",2018-06-25,0,0,77881,112708.282156352,38700,NA,"rawSpend","2_233_2"
"345",2018-07-02,109664.6,315190,0,0,29500,NA,"rawSpend","2_233_2"
"346",2018-07-09,0,0,86159.3333333333,242394.064014475,38900,NA,"rawSpend","2_233_2"
"347",2018-07-16,66418.4,111596,0,0,38600,NA,"rawSpend","2_233_2"
"348",2018-07-23,72966.7,0,38795,0,51900,NA,"rawSpend","2_233_2"
"349",2018-07-30,0,0,0,0,58100,NA,"rawSpend","2_233_2"
"350",2018-08-06,97811.2,173577,54001,0,65800,NA,"rawSpend","2_233_2"
"351",2018-08-13,0,0,0,133522.511632676,0,NA,"rawSpend","2_233_2"
"352",2018-08-20,461723.4,199560,0,0,0,NA,"rawSpend","2_233_2"
"353",2018-08-27,0,0,0,135254.195647623,64400,NA,"rawSpend","2_233_2"
"354",2018-09-03,87460.6,127900,5793.33333333333,0,73000,NA,"rawSpend","2_233_2"
"355",2018-09-10,0,0,4020,0,78800,NA,"rawSpend","2_233_2"
"356",2018-09-17,0,86476,72638,102086.833247381,70200,NA,"rawSpend","2_233_2"
"357",2018-09-24,6659.5,54975,0,0,81700,NA,"rawSpend","2_233_2"
"358",2018-10-01,1175275.8,49176,20238.3333333333,27505.3460652988,92600,NA,"rawSpend","2_233_2"
"359",2018-10-08,0,0,19423.6666666667,60475.3849432094,86200,NA,"rawSpend","2_233_2"
"360",2018-10-15,333671.4,118326,7793.33333333333,73277.5989869177,95700,NA,"rawSpend","2_233_2"
"361",2018-10-22,0,0,0,0,101200,NA,"rawSpend","2_233_2"
"362",2018-10-29,189674.8,0,15961,237954.284762006,103500,NA,"rawSpend","2_233_2"
"363",2018-11-05,0,272610,10916.3333333333,0,105400,NA,"rawSpend","2_233_2"
"364",2018-11-12,430131.9,0,0,261854.245872038,0,NA,"rawSpend","2_233_2"
"365",2018-11-19,0,88225,0,0,0,NA,"rawSpend","2_233_2"
"366",2018-11-26,401439,0,113471,210107.853205335,120000,NA,"rawSpend","2_233_2"
"367",2018-12-03,0,100423,0,0,104900,NA,"rawSpend","2_233_2"
"368",2018-12-10,0,0,47120,0,118300,NA,"rawSpend","2_233_2"
"369",2018-12-17,0,28807,0,0,116600,NA,"rawSpend","2_233_2"
"370",2018-12-24,1185349.3,0,55889.6666666667,272040.222180001,128600,NA,"rawSpend","2_233_2"
"371",2018-12-31,385349.3,0,0,0,108700,NA,"rawSpend","2_233_2"
"372",2019-01-07,0,618,6777,44274.4433338182,127700,NA,"rawSpend","2_233_2"
"373",2019-01-14,86879.8,0,5513.33333333333,0,122200,NA,"rawSpend","2_233_2"
"374",2019-01-21,0,51141,21901.6666666667,85845.0660816449,103600,NA,"rawSpend","2_233_2"
"375",2019-01-28,237573,0,0,0,114000,NA,"rawSpend","2_233_2"
"376",2019-02-04,0,0,32040.3333333333,0,104400,NA,"rawSpend","2_233_2"
"377",2019-02-11,95421.3,0,8939.33333333333,63309.3589794594,0,NA,"rawSpend","2_233_2"
"378",2019-02-18,0,0,3762.66666666667,0,0,NA,"rawSpend","2_233_2"
"379",2019-02-25,135907.2,57906,4843.66666666667,0,91400,NA,"rawSpend","2_233_2"
"380",2019-03-04,0,0,0,0,74600,NA,"rawSpend","2_233_2"
"381",2019-03-11,41177.4,0,0,0,67800,NA,"rawSpend","2_233_2"
"382",2019-03-18,0,0,0,183622.273526816,53700,NA,"rawSpend","2_233_2"
"383",2019-03-25,26125.4,10810,0,0,59800,NA,"rawSpend","2_233_2"
"384",2019-04-01,0,0,0,99259.6634705213,59100,NA,"rawSpend","2_233_2"
"385",2019-04-08,359173.6,3857,0,0,55900,NA,"rawSpend","2_233_2"
"386",2019-04-15,0,0,22471.6666666667,0,48000,NA,"rawSpend","2_233_2"
"387",2019-04-22,36588,0,0,47907.9178484821,47000,NA,"rawSpend","2_233_2"
"388",2019-04-29,0,0,93494.3333333333,75393.723657443,42200,NA,"rawSpend","2_233_2"
"389",2019-05-06,27719.2,0,0,0,54600,NA,"rawSpend","2_233_2"
"390",2019-05-13,0,0,15928,193651.751868791,0,NA,"rawSpend","2_233_2"
"391",2019-05-20,219302.9,10817,28421.6666666667,0,0,NA,"rawSpend","2_233_2"
"392",2019-05-27,0,6877,0,0,39100,NA,"rawSpend","2_233_2"
"393",2019-06-03,0,0,10439.3333333333,0,46500,NA,"rawSpend","2_233_2"
"394",2019-06-10,0,0,0,1485.85815504597,31100,NA,"rawSpend","2_233_2"
"395",2019-06-17,0,0,0,0,36100,NA,"rawSpend","2_233_2"
"396",2019-06-24,46203.6,0,0,0,37000,NA,"rawSpend","2_233_2"
"397",2019-07-01,0,0,0,0,47900,NA,"rawSpend","2_233_2"
"398",2019-07-08,39527.7,0,0,0,46000,NA,"rawSpend","2_233_2"
"399",2019-07-15,0,124622,0,0,57900,NA,"rawSpend","2_233_2"
"400",2019-07-22,90371.3,0,0,85804.2405253004,63900,NA,"rawSpend","2_233_2"
"401",2019-07-29,0,72061,0,0,71400,NA,"rawSpend","2_233_2"
"402",2019-08-05,97574.8,0,0,462011.742240227,81100,NA,"rawSpend","2_233_2"
"403",2019-08-12,0,63650,0,0,0,NA,"rawSpend","2_233_2"
"404",2019-08-19,0,0,24152,292347.534331714,0,NA,"rawSpend","2_233_2"
"405",2019-08-26,0,72229,0,0,97400,NA,"rawSpend","2_233_2"
"406",2019-09-02,1698.1,0,102983.666666667,121138.759541499,96000,NA,"rawSpend","2_233_2"
"407",2019-09-09,369508.5,7959,0,0,103200,NA,"rawSpend","2_233_2"
"408",2019-09-16,0,21491,109532.333333333,39926.5215831248,120700,NA,"rawSpend","2_233_2"
"409",2019-09-23,208627.1,0,0,0,115700,NA,"rawSpend","2_233_2"
"410",2019-09-30,0,58979,147067,0,110100,NA,"rawSpend","2_233_2"
"411",2019-10-07,144479.6,0,0,415793.810328513,115100,NA,"rawSpend","2_233_2"
"412",2019-10-14,0,60433,153723.666666667,0,112100,NA,"rawSpend","2_233_2"
"413",2019-10-21,154917.6,0,0,133624.575523537,103700,NA,"rawSpend","2_233_2"
"414",2019-10-28,21982.5,14094,17476,0,114700,NA,"rawSpend","2_233_2"
"415",2019-11-04,22453,0,24051.3333333333,0,134100,NA,"rawSpend","2_233_2"
"416",2019-11-11,0,0,0,366190.759369898,0,NA,"rawSpend","2_233_2"
"417",2016-01-04,5152.9,425163,0,108690.36698611,27800,28817,"predictedExposure","2_233_2"
"418",2016-01-11,22141.7,0,176859.666666667,123894.484594755,32000,19082,"predictedExposure","2_233_2"
"419",2016-01-18,0,0,0,108690.36698611,22900,19679,"predictedExposure","2_233_2"
"420",2016-01-25,0,0,84329.3333333333,90080.7175523908,22900,15095,"predictedExposure","2_233_2"
"421",2016-02-01,123838.7,79645,0,0,20600,9795,"predictedExposure","2_233_2"
"422",2016-02-08,0,0,35726.6666666667,106931.465933599,20200,10876,"predictedExposure","2_233_2"
"423",2016-02-15,497073.3,0,18363,43457.9322069274,0,19401.6538461538,"predictedExposure","2_233_2"
"424",2016-02-22,0,0,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"425",2016-02-29,311672.2,0,0,72467.8921194176,17200,583,"predictedExposure","2_233_2"
"426",2016-03-07,0,0,123795.666666667,0,21200,8224,"predictedExposure","2_233_2"
"427",2016-03-14,148293.3,82489,0,0,17800,5311,"predictedExposure","2_233_2"
"428",2016-03-21,0,0,0,0,17200,7428,"predictedExposure","2_233_2"
"429",2016-03-28,0,123916,101845.666666667,194131.452155839,19000,10025,"predictedExposure","2_233_2"
"430",2016-04-04,0,0,0,625.119342115275,14300,9460,"predictedExposure","2_233_2"
"431",2016-04-11,0,124526,0,0,14000,2964,"predictedExposure","2_233_2"
"432",2016-04-18,83450.5,0,0,70460.6355991445,13400,11663,"predictedExposure","2_233_2"
"433",2016-04-25,0,0,0,0,13500,6317,"predictedExposure","2_233_2"
"434",2016-05-02,0,0,93889.3333333333,0,9500,5408,"predictedExposure","2_233_2"
"435",2016-05-09,0,93671,0,0,10700,1900,"predictedExposure","2_233_2"
"436",2016-05-16,0,0,0,110217.923219335,0,19401.6538461538,"predictedExposure","2_233_2"
"437",2016-05-23,0,233330,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"438",2016-05-30,0,0,0,0,10100,9003,"predictedExposure","2_233_2"
"439",2016-06-06,0,0,0,0,9000,4305,"predictedExposure","2_233_2"
"440",2016-06-13,0,0,0,0,11400,7217,"predictedExposure","2_233_2"
"441",2016-06-20,153542.9,232328,0,76594.6754399115,12200,1983,"predictedExposure","2_233_2"
"442",2016-06-27,0,0,0,0,11300,3437,"predictedExposure","2_233_2"
"443",2016-07-04,75907.6,0,38763,0,13100,4147,"predictedExposure","2_233_2"
"444",2016-07-11,0,0,0,0,14300,8479,"predictedExposure","2_233_2"
"445",2016-07-18,14253.1,599331,35855,106584.448704671,10700,6348,"predictedExposure","2_233_2"
"446",2016-07-25,0,0,0,0,14600,13762,"predictedExposure","2_233_2"
"447",2016-08-01,211351.9,307907,0,153060.942473233,17100,11841,"predictedExposure","2_233_2"
"448",2016-08-08,0,0,6058.33333333333,0,19000,17162,"predictedExposure","2_233_2"
"449",2016-08-15,214730.1,0,0,30356.3307500258,0,19401.6538461538,"predictedExposure","2_233_2"
"450",2016-08-22,0,0,104848,19255.1815540065,0,19401.6538461538,"predictedExposure","2_233_2"
"451",2016-08-29,179933.7,299336,0,0,23100,2453,"predictedExposure","2_233_2"
"452",2016-09-05,159463.8,164644,23110.3333333333,1883.90732940523,23800,3186,"predictedExposure","2_233_2"
"453",2016-09-12,0,300217,0,0,25000,11247,"predictedExposure","2_233_2"
"454",2016-09-19,0,61302,191524.666666667,136128.542979335,25500,15280,"predictedExposure","2_233_2"
"455",2016-09-26,0,304454,0,0,22300,2886,"predictedExposure","2_233_2"
"456",2016-10-03,1084024.8,228506,73598.6666666667,94415.0307843027,25300,14067,"predictedExposure","2_233_2"
"457",2016-10-10,0,0,80428.3333333333,108425.00086987,29900,24098,"predictedExposure","2_233_2"
"458",2016-10-17,610420.1,55867,0,159732.51880587,27900,26550,"predictedExposure","2_233_2"
"459",2016-10-24,0,297961,70207.3333333333,175977.688101301,30600,17728,"predictedExposure","2_233_2"
"460",2016-10-31,704960.9,0,0,192222.857396732,36700,13989,"predictedExposure","2_233_2"
"461",2016-11-07,0,267379,86578.6666666667,208648.339566018,31200,29426,"predictedExposure","2_233_2"
"462",2016-11-14,392432.9,0,0,159960.46149546,0,19401.6538461538,"predictedExposure","2_233_2"
"463",2016-11-21,52177.9,271909,54698,200462.815518938,0,19401.6538461538,"predictedExposure","2_233_2"
"464",2016-11-28,0,0,31072,141956.391147518,71500,27941,"predictedExposure","2_233_2"
"465",2016-12-05,106908,448276,0,49694.0359385557,63000,51273,"predictedExposure","2_233_2"
"466",2016-12-12,0,0,0,90910.8371980631,55100,19606,"predictedExposure","2_233_2"
"467",2016-12-19,0,627975,0,30356.3307500258,51700,4453,"predictedExposure","2_233_2"
"468",2016-12-26,807907.6,0,0,216796.440186449,58000,559,"predictedExposure","2_233_2"
"469",2017-01-02,307907.6,850680,209986,128436.327738085,55300,46507,"predictedExposure","2_233_2"
"470",2017-01-09,0,0,0,164189.308706815,53100,21771,"predictedExposure","2_233_2"
"471",2017-01-16,44349.7,0,11517.3333333333,179631.575394137,50300,35351,"predictedExposure","2_233_2"
"472",2017-01-23,0,0,80857.3333333333,195073.842081459,52500,13998,"predictedExposure","2_233_2"
"473",2017-01-30,301837.2,0,0,128419.317089608,54200,27415,"predictedExposure","2_233_2"
"474",2017-02-06,0,0,0,0,41900,4085,"predictedExposure","2_233_2"
"475",2017-02-13,0,239482,0,247813.656619212,0,19401.6538461538,"predictedExposure","2_233_2"
"476",2017-02-20,0,0,80182.6666666667,0,0,19401.6538461538,"predictedExposure","2_233_2"
"477",2017-02-27,0,0,0,417018.577018849,33800,26556,"predictedExposure","2_233_2"
"478",2017-03-06,0,0,105208.333333333,0,35000,12272,"predictedExposure","2_233_2"
"479",2017-03-13,77706.6,0,0,0,31600,25992,"predictedExposure","2_233_2"
"480",2017-03-20,0,0,148903.666666667,0,28300,22696,"predictedExposure","2_233_2"
"481",2017-03-27,0,45893,0,78476.0531614557,36000,26404,"predictedExposure","2_233_2"
"482",2017-04-03,0,0,0,0,34200,1245,"predictedExposure","2_233_2"
"483",2017-04-10,0,938178,0,0,27500,1126,"predictedExposure","2_233_2"
"484",2017-04-17,56017.9,0,0,0,26600,11966,"predictedExposure","2_233_2"
"485",2017-04-24,0,555290,0,0,24500,17897,"predictedExposure","2_233_2"
"486",2017-05-01,274671.9,0,0,0,19500,6052,"predictedExposure","2_233_2"
"487",2017-05-08,0,574399,0,0,20100,9055,"predictedExposure","2_233_2"
"488",2017-05-15,0,0,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"489",2017-05-22,0,76887,0,119356.043581121,0,19401.6538461538,"predictedExposure","2_233_2"
"490",2017-05-29,0,0,53810.3333333333,0,16300,5778,"predictedExposure","2_233_2"
"491",2017-06-05,68441,79663,0,92761.5957523489,20100,1988,"predictedExposure","2_233_2"
"492",2017-06-12,0,0,0,0,16700,4794,"predictedExposure","2_233_2"
"493",2017-06-19,271947.6,0,0,938.115274090074,23800,5180,"predictedExposure","2_233_2"
"494",2017-06-26,0,297435,34945.6666666667,0,20000,1048,"predictedExposure","2_233_2"
"495",2017-07-03,34205.7,0,71798,199503.414944841,28400,10977,"predictedExposure","2_233_2"
"496",2017-07-10,0,0,0,0,27900,6813,"predictedExposure","2_233_2"
"497",2017-07-17,73978.5,202840,187181.333333333,0,28900,2361,"predictedExposure","2_233_2"
"498",2017-07-24,0,0,0,0,29000,15114,"predictedExposure","2_233_2"
"499",2017-07-31,85386.9,385200,10893.3333333333,0,34000,10044,"predictedExposure","2_233_2"
"500",2017-08-07,0,196624,71004.3333333333,0,40200,8930,"predictedExposure","2_233_2"
"501",2017-08-14,255352.9,0,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"502",2017-08-21,0,0,85111.3333333333,40280.3430714441,0,19401.6538461538,"predictedExposure","2_233_2"
"503",2017-08-28,884168.4,0,0,26967.809573429,52500,33712,"predictedExposure","2_233_2"
"504",2017-09-04,0,0,0,0,48700,20000,"predictedExposure","2_233_2"
"505",2017-09-11,366519.5,281559,34577.6666666667,18653.0045979246,41900,2265,"predictedExposure","2_233_2"
"506",2017-09-18,0,0,0,0,48300,15924,"predictedExposure","2_233_2"
"507",2017-09-25,627478.8,271057,0,75870.0218147959,57300,24336,"predictedExposure","2_233_2"
"508",2017-10-02,834783.4,109431,0,0,55100,29510,"predictedExposure","2_233_2"
"509",2017-10-09,334783.4,613568,138787,160457.172430985,60100,15458,"predictedExposure","2_233_2"
"510",2017-10-16,0,0,0,125711.221852087,56900,43966,"predictedExposure","2_233_2"
"511",2017-10-23,332703.8,86421,0,141956.391147518,59400,35016,"predictedExposure","2_233_2"
"512",2017-10-30,34839.2,0,0,158201.560442949,63500,4749,"predictedExposure","2_233_2"
"513",2017-11-06,158617.6,597233,172799.333333333,106584.448704671,73700,25943,"predictedExposure","2_233_2"
"514",2017-11-13,0,0,0,228003.055403025,0,19401.6538461538,"predictedExposure","2_233_2"
"515",2017-11-20,414205,197447,10095.6666666667,98398.9246575906,0,19401.6538461538,"predictedExposure","2_233_2"
"516",2017-11-27,0,0,72013.3333333333,73913.7972399534,112600,41469,"predictedExposure","2_233_2"
"517",2017-12-04,216926.6,164704,0,49694.0359385557,95500,16136,"predictedExposure","2_233_2"
"518",2017-12-11,0,0,0,90910.8371980631,83400,37784,"predictedExposure","2_233_2"
"519",2017-12-18,478117.9,172203,0,30356.3307500258,87500,43251,"predictedExposure","2_233_2"
"520",2017-12-25,678117.9,0,112758.333333333,216796.440186449,75600,57523,"predictedExposure","2_233_2"
"521",2018-01-01,0,0,39687.6666666667,128436.327738085,79900,77617,"predictedExposure","2_233_2"
"522",2018-01-08,0,7401,0,164189.308706815,81300,74527,"predictedExposure","2_233_2"
"523",2018-01-15,293169.3,0,116105,0,75600,10394,"predictedExposure","2_233_2"
"524",2018-01-22,0,106521,145105.666666667,0,69200,9740,"predictedExposure","2_233_2"
"525",2018-01-29,188769,0,0,0,67200,13533,"predictedExposure","2_233_2"
"526",2018-02-05,0,0,35601,14189.4104375883,79600,56102,"predictedExposure","2_233_2"
"527",2018-02-12,68739.1,101598,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"528",2018-02-19,0,0,47335.6666666667,0,0,19401.6538461538,"predictedExposure","2_233_2"
"529",2018-02-26,92670.8,105321,75021,0,55600,19325,"predictedExposure","2_233_2"
"530",2018-03-05,0,0,0,0,55200,18078,"predictedExposure","2_233_2"
"531",2018-03-12,398401.9,169883,153651,0,53100,8711,"predictedExposure","2_233_2"
"532",2018-03-19,0,0,0,0,44700,12979,"predictedExposure","2_233_2"
"533",2018-03-26,148078.8,153591,22418.6666666667,0,47500,23910,"predictedExposure","2_233_2"
"534",2018-04-02,0,0,0,0,41400,10567,"predictedExposure","2_233_2"
"535",2018-04-09,0,21108,0,0,44800,41329,"predictedExposure","2_233_2"
"536",2018-04-16,0,0,0,63397.8143515393,37300,21616,"predictedExposure","2_233_2"
"537",2018-04-23,0,296913,0,0,27700,2529,"predictedExposure","2_233_2"
"538",2018-04-30,0,0,0,384017.91897368,23800,6836,"predictedExposure","2_233_2"
"539",2018-05-07,0,111889,0,0,35400,330,"predictedExposure","2_233_2"
"540",2018-05-14,0,0,51027.3333333333,391213.423279405,0,19401.6538461538,"predictedExposure","2_233_2"
"541",2018-05-21,7103.3,49291,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"542",2018-05-28,0,0,31540.6666666667,30271.2775076413,34800,28568,"predictedExposure","2_233_2"
"543",2018-06-04,0,0,0,0,35400,26708,"predictedExposure","2_233_2"
"544",2018-06-11,62360.1,0,40685,0,34000,7675,"predictedExposure","2_233_2"
"545",2018-06-18,0,32743,0,0,40600,23355,"predictedExposure","2_233_2"
"546",2018-06-25,0,0,77881,112708.282156352,38700,16989,"predictedExposure","2_233_2"
"547",2018-07-02,109664.6,315190,0,0,29500,14653,"predictedExposure","2_233_2"
"548",2018-07-09,0,0,86159.3333333333,242394.064014475,38900,15143,"predictedExposure","2_233_2"
"549",2018-07-16,66418.4,111596,0,0,38600,9013,"predictedExposure","2_233_2"
"550",2018-07-23,72966.7,0,38795,0,51900,22477,"predictedExposure","2_233_2"
"551",2018-07-30,0,0,0,0,58100,8906,"predictedExposure","2_233_2"
"552",2018-08-06,97811.2,173577,54001,0,65800,59318,"predictedExposure","2_233_2"
"553",2018-08-13,0,0,0,133522.511632676,0,19401.6538461538,"predictedExposure","2_233_2"
"554",2018-08-20,461723.4,199560,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"555",2018-08-27,0,0,0,135254.195647623,64400,48020,"predictedExposure","2_233_2"
"556",2018-09-03,87460.6,127900,5793.33333333333,0,73000,70855,"predictedExposure","2_233_2"
"557",2018-09-10,0,0,4020,0,78800,46225,"predictedExposure","2_233_2"
"558",2018-09-17,0,86476,72638,102086.833247381,70200,74995,"predictedExposure","2_233_2"
"559",2018-09-24,6659.5,54975,0,0,81700,1047,"predictedExposure","2_233_2"
"560",2018-10-01,1175275.8,49176,20238.3333333333,27505.3460652988,92600,34469,"predictedExposure","2_233_2"
"561",2018-10-08,0,0,19423.6666666667,60475.3849432094,86200,22232,"predictedExposure","2_233_2"
"562",2018-10-15,333671.4,118326,7793.33333333333,73277.5989869177,95700,49409,"predictedExposure","2_233_2"
"563",2018-10-22,0,0,0,0,101200,49575,"predictedExposure","2_233_2"
"564",2018-10-29,189674.8,0,15961,237954.284762006,103500,42276,"predictedExposure","2_233_2"
"565",2018-11-05,0,272610,10916.3333333333,0,105400,25332,"predictedExposure","2_233_2"
"566",2018-11-12,430131.9,0,0,261854.245872038,0,19401.6538461538,"predictedExposure","2_233_2"
"567",2018-11-19,0,88225,0,0,0,19401.6538461538,"predictedExposure","2_233_2"
"568",2018-11-26,401439,0,113471,210107.853205335,120000,301,"predictedExposure","2_233_2"
"569",2018-12-03,0,100423,0,0,104900,34832,"predictedExposure","2_233_2"
"570",2018-12-10,0,0,47120,0,118300,68792,"predictedExposure","2_233_2"
"571",2018-12-17,0,28807,0,0,116600,37199,"predictedExposure","2_233_2"
"572",2018-12-24,1185349.3,0,55889.6666666667,272040.222180001,128600,80865,"predictedExposure","2_233_2"
"573",2018-12-31,385349.3,0,0,0,108700,54011,"predictedExposure","2_233_2"
"574",2015-11-23,167687.6,0,95463.6666666667,228213.987444138,0,19401.6538461538,"adstockedMedia","2_233_2"
"575",2015-11-30,326686.9809672,0,11892.2182589467,98519.8212013035,31000,17095.7234304673,"adstockedMedia","2_233_2"
"576",2015-12-07,218364.765192058,248022,4885.45215930415,155432.79770407,34739.9216,16574.8018410914,"adstockedMedia","2_233_2"
"577",2015-12-14,771837.113079206,84552.3367452,133208.596604349,127782.000411276,39004.7864301338,4768.92153944334,"adstockedMedia","2_233_2"
"578",2015-12-21,515912.906798629,548829.449641861,16594.2264748568,56668.7555121692,35077.0092900578,16044.5004281166,"adstockedMedia","2_233_2"
"579",2015-12-28,594037.336988153,187099.581657278,241484.5298906,176067.130386067,35473.7254471432,15722.927008081,"adstockedMedia","2_233_2"
"580",2016-01-04,402220.524864295,488946.482244205,30082.5102983489,158267.930581749,35054.8592966069,30684.7272854363,"adstockedMedia","2_233_2"
"581",2016-01-11,290994.747670842,166685.082843832,180607.142441866,168460.090772135,39169.1954722425,22727.0402884733,"adstockedMedia","2_233_2"
"582",2016-01-18,194507.291227639,56824.0448630092,22498.8169011247,156125.915264027,30910.633175132,22378.7462522198,"adstockedMedia","2_233_2"
"583",2016-01-25,130012.952616961,19371.6919324959,87132.0838508732,134043.167987956,29221.6448689257,17753.3723862385,"adstockedMedia","2_233_2"
"584",2016-02-01,210742.217814134,86248.9376329546,10854.3259932549,37744.317584503,26576.2237900655,11903.9239934299,"adstockedMedia","2_233_2"
"585",2016-02-08,140864.734715759,29402.8320820626,37078.8252236627,117559.635435291,25635.1992017119,12290.0677263757,"adstockedMedia","2_233_2"
"586",2016-02-15,591230.387708177,10023.6195154669,22982.0293935054,76560.7622995937,5242.74687545923,20861.5916058734,"adstockedMedia","2_233_2"
"587",2016-02-22,395191.398212675,3417.11804871146,2862.9458633242,21558.2320988352,1072.21303738892,21879.8033560951,"adstockedMedia","2_233_2"
"588",2016-02-29,575826.824776113,1164.91809578486,356.646442138893,78538.3302559735,17419.2821482433,3182.1029346607,"adstockedMedia","2_233_2"
"589",2016-03-07,384895.317870499,397.128267312491,123840.095269499,22115.0822099669,24762.480101553,8602.00216671349,"adstockedMedia","2_233_2"
"590",2016-03-14,405565.798161635,82624.3836473734,15427.1619096301,6227.23782845376,22864.263950497,6332.832267484,"adstockedMedia","2_233_2"
"591",2016-03-21,271089.101938796,28167.1977063217,1921.81154308721,1753.48617762084,21876.0529318664,8180.27746169604,"adstockedMedia","2_233_2"
"592",2016-03-28,181201.919696134,133518.38360159,102085.072957259,194625.204580238,23473.9503388865,10996.7355686887,"adstockedMedia","2_233_2"
"593",2016-04-04,121119.349567129,45517.2981911138,12717.0682939221,55428.3267109938,19100.7420900269,10766.3027680413,"adstockedMedia","2_233_2"
"594",2016-04-11,80958.8378763597,140043.147367519,1584.20640067515,15607.6911487598,17906.3615275029,4242.92964413077,"adstockedMedia","2_233_2"
"595",2016-04-18,137565.168330992,47741.6332223598,197.349724160842,74855.5007781931,17062.0944588911,12167.0178245728,"adstockedMedia","2_233_2"
"596",2016-04-25,91951.5849461384,16275.4378602817,24.5844945518223,21078.0589322762,16989.4303613279,7762.32065573189,"adstockedMedia","2_233_2"
"597",2016-05-02,61462.4623128677,5548.40418445991,93892.3959034734,5935.2293917448,12974.5695651445,6330.08645881042,"adstockedMedia","2_233_2"
"598",2016-05-09,41082.8619840917,95562.48760595,11696.4799690584,1671.26147838449,13353.4759302181,2651.95128694641,"adstockedMedia","2_233_2"
"599",2016-05-16,27460.6887731305,32577.8827372866,1457.06840634071,110688.522541581,2730.96743500226,19716.6792721277,"adstockedMedia","2_233_2"
"600",2016-05-23,18355.3285111134,244436.015239167,181.511732279498,31168.0394493829,558.519981615078,21743.7991627238,"adstockedMedia","2_233_2"
"601",2016-05-30,12269.1053940555,83329.8508727326,22.6115045880697,8776.39940268741,10214.224932112,11585.9469897299,"adstockedMedia","2_233_2"
"602",2016-06-06,8200.93996570534,28407.6961395303,2.81678838781071,2471.28750592675,11088.947912076,5681.29522220737,"adstockedMedia","2_233_2"
"603",2016-06-13,5481.6886937567,9684.3711047604,0.350896455863956,695.873291167624,13667.8406577111,7891.88134351077,"adstockedMedia","2_233_2"
"604",2016-06-20,157206.981320058,235629.466026462,0.04371230841149,76790.6217376203,14995.2592971349,2920.47697938971,"adstockedMedia","2_233_2"
